"thu","ngay","dot","ky","n1","n2","n3","n4","n5","n6","dd_cnt","dd_amt","g1_cnt","g1_amt","g2_cnt","g2_amt","g3_cnt","g3_amt","g4_cnt","g4_amt","g5_cnt","g5_amt","kk_cnt","kk_amt","dec0","dec1","dec2","dec3","dbx","dbdd","dd","sc","cam","snt","snt_cnt","xx","ke","t1","g0","p1","mod","sum","dec","dec_ck","cl5","cl5_ck","jpp","qh_ky","qh_hit","qhl","qhc","jpck","jpm_info","jpm_cnt","is_jp","is_chia","is_day","updated_at"
T3,2025-11-25,"2","00300",11,22,28,29,31,10,0,6881745000,0,10000000,6,5000000,49,500000,191,100000,1867,30000,14126,10000,0,1,3,1,Z,C,LL,2,"0","11-29-31",3,"11,22",1,1,2,1,"12",121,"0131",53,LCCLL,1,14,20,,"4",1,34,"27 (00273: 3-11-12-28-31)",3,false,false,false,2026-05-11 13:11:22.766 +0700
T3,2025-11-25,"1","00299",5,12,28,31,33,7,0,6770475000,0,10000000,2,5000000,35,500000,133,100000,1256,30000,12302,10000,1,1,1,2,Y,L,LL,2,,"5-31",2,"33",0,1,2,1,,109,"1112",4,LCCLL,41,6,20,,"4",1,33,"2 (00297: 11-12-15-28-33)",3,false,false,false,2026-05-11 13:11:22.768 +0700
T2,2025-11-24,"2","00298",5,20,24,32,33,5,0,6702090000,1,10000000,10,5000000,75,500000,219,100000,2390,30000,16119,10000,1,0,2,2,Y,L,LL,3,"1","5",1,"33",1,1,1,0,,114,"1022",42,LCCCL,7,10,20,,"4",1,32,"158 (00140: 5-7-29-32-33)",3,false,false,true,2026-05-11 13:11:22.771 +0700
T2,2025-11-24,"1","00297",11,12,15,28,33,6,0,6591875000,0,10000000,6,5000000,75,500000,185,100000,1677,30000,11297,10000,0,3,1,1,Y,C,LL,2,"0","11",1,"11,33",1,0,0,2,,99,"0311",109,LCLCL,3,9,20,,"4",1,31,"24 (00273: 3-11-12-28-31)",3,false,false,false,2026-05-11 13:11:22.772 +0700
CN,2025-11-23,"2","00296",14,17,22,30,32,11,0,6556130000,0,10000000,4,5000000,53,500000,121,100000,1533,30000,10880,10000,0,2,1,2,Z,L,CC,4,"0","17",1,"22",0,0,1,0,"22",115,"0212",8,CLCCC,17,17,20,,"4",1,30,"20 (00276: 3-8-17-22-30)",3,false,false,false,2026-05-11 13:11:22.773 +0700
CN,2025-11-23,"1","00295",5,19,22,34,35,12,0,6412402500,0,10000000,2,5000000,42,500000,104,100000,1209,30000,6652,10000,1,1,1,2,Z,C,LL,2,,"5-19",2,"22",1,1,0,0,"52",115,"1112",36,LLCCL,2,17,20,,"4",1,29,"30 (00265: 5-9-13-22-34)",3,false,false,false,2026-05-11 13:11:22.775 +0700
T7,2025-11-22,"2","00294",7,16,23,24,27,9,0,6313127500,0,10000000,2,5000000,54,500000,187,100000,1654,30000,14114,10000,1,1,3,0,Z,L,LL,2,"3","7-23",2,,1,2,1,1,"72",97,"1130",13,LCLCL,26,52,20,"16","4,16",2,28,"239 (00055: 1-7-12-16-23)",3,false,false,false,2026-05-11 13:11:22.776 +0700
T7,2025-11-22,"1","00293",17,23,28,30,31,2,0,6213622500,0,10000000,3,5000000,37,500000,80,100000,1038,30000,7002,10000,0,1,2,2,X,C,LL,2,"0","17-23-31",3,,1,0,1,0,,129,"0122",29,LLCCL,20,20,20,,"4,16",2,27,"183 (00110: 16-20-23-28-31)",3,false,false,false,2026-05-11 13:11:22.777 +0700
T6,2025-11-21,"2","00292",5,7,11,19,23,11,0,6114445000,0,10000000,9,5000000,66,500000,148,100000,2112,30000,10945,10000,2,2,1,0,Z,L,LL,0,"3","5-7-11-19-23",5,"11",0,2,1,1,,65,"2210",2,LLLLL,2,20,20,,"4,16",2,26,"20 (00272: 5-10-11-23-29)",3,false,false,false,2026-05-11 13:11:22.778 +0700
T6,2025-11-21,"1","00291",7,8,10,24,25,8,0,6039047500,0,10000000,10,5000000,50,500000,204,100000,1677,30000,11872,10000,2,1,2,0,Y,C,LL,3,"3","7",1,,2,0,1,2,,74,"2120",22,LCCCL,123,17,20,,"16",1,25,"17 (00274: 7-10-11-24-26)",3,false,false,false,2026-05-11 13:11:22.779 +0700
T5,2025-11-20,"2","00290",1,7,15,17,23,11,-1,19441529500,2,3270939750,42,82145000,596,5935000,1703,2000000,18312,205000,138801,10000,2,2,1,0,Z,L,LL,0,"3","7-17-23",3,,0,1,0,2,"72",63,"2210",28,LLLLL,23,9,20,,"16",1,24,"105 (00185: 6-15-17-23-25)",3,false,true,false,2026-05-11 13:11:22.780 +0700
T5,2025-11-20,"1","00289",6,14,21,24,30,5,0,13403127500,0,10000000,3,5000000,85,500000,244,100000,2846,30000,24627,10000,1,1,2,1,Y,L,CC,4,,,0,,0,0,1,1,"42",95,"1121",7,CCLCC,49,18,20,,"16",1,23,"38 (00251: 6-11-14-20-30)",3,false,false,false,2026-05-11 13:11:22.782 +0700
T4,2025-11-19,"2","00288",12,14,20,33,34,1,0,12468132500,1,10000000,6,5000000,111,500000,205,100000,3079,30000,15009,10000,0,2,1,2,X,L,CC,4,"0",,0,"33",1,1,2,0,"42",113,"0212",45,CCCLC,45,10,20,,"16",1,22,"25 (00263: 2-14-15-20-33)",3,false,false,false,2026-05-11 13:11:22.783 +0700
T4,2025-11-19,"1","00287",9,20,24,26,34,12,0,11545301500,0,10000000,4,5000000,73,500000,156,100000,1865,30000,9793,10000,1,0,3,1,Z,C,LC,4,"1",,0,,0,1,0,1,"42",113,"1031",29,LCCCC,5,13,20,,"16",1,21,"45 (00242: 16-17-20-24-34)",3,false,false,false,2026-05-11 13:11:22.784 +0700
T3,2025-11-18,"2","00286",8,11,17,21,29,3,0,10941287500,0,10000000,8,5000000,86,500000,258,100000,2538,30000,15921,10000,1,2,2,0,X,L,CL,1,"3","11-17-29",3,"11",0,1,1,0,"12",86,"1220",12,CLLLL,27,12,20,,"16",1,20,"6 (00280: 8-20-21-28-29)",3,false,false,false,2026-05-11 13:11:22.785 +0700
T3,2025-11-18,"1","00285",3,17,30,33,34,8,0,10142257000,0,10000000,1,5000000,48,500000,189,100000,1583,30000,13783,10000,1,1,0,3,Y,C,LC,2,"2","3-17",2,"33",1,1,2,0,"32",117,"1103",72,LLCLC,24,14,20,,"16",1,19,"9 (00276: 3-8-17-22-30)",3,false,false,false,2026-05-11 13:11:22.786 +0700
T2,2025-11-17,"2","00284",7,9,23,30,34,2,0,9612115500,0,10000000,12,5000000,103,500000,190,100000,2829,30000,14281,10000,2,0,1,2,X,C,LC,2,"1","7-23",2,,0,0,1,0,,103,"2012",58,LLLCC,19,12,20,,"16",1,18,"9 (00275: 7-9-21-27-30)",3,false,false,false,2026-05-11 13:11:22.787 +0700
T7,2025-11-15,"2","00280",8,20,21,28,29,3,0,7344927500,0,10000000,7,5000000,56,500000,159,100000,1899,30000,11825,10000,1,0,4,0,X,L,CL,3,"1,3","29",1,,2,1,1,1,"82",106,"1040",75,CCLCL,17,8,20,,"16",1,14,"22 (00258: 7-20-28-29-31)",3,false,false,false,2026-05-11 13:11:22.793 +0700
T7,2025-11-15,"1","00279",2,15,20,22,32,10,0,7179685000,0,10000000,6,5000000,62,500000,182,100000,1519,30000,9839,10000,1,1,2,1,Z,C,CC,4,,"2",1,"22",0,0,0,1,"23",91,"1121",43,CLCCC,2,16,20,,"16",1,13,"16 (00263: 2-14-15-20-33)",3,false,false,true,2026-05-11 13:11:22.794 +0700
T6,2025-11-14,"2","00278",8,12,14,25,35,3,0,7108347500,0,10000000,2,5000000,88,500000,205,100000,2138,30000,13334,10000,1,2,1,1,X,L,CL,3,,,0,,0,1,1,0,"52",94,"1211",5,CCCLL,114,19,20,,"16",1,12,"40 (00238: 12-14-25-28-31)",3,false,false,true,2026-05-11 13:11:22.794 +0700
T6,2025-11-14,"1","00277",14,19,22,26,28,7,0,6973415000,0,10000000,4,5000000,63,500000,176,100000,1522,30000,13117,10000,0,2,3,0,Y,L,CC,4,"0,3","19",1,"22",0,0,1,0,,109,"0230",67,CLCCC,26,16,20,,"16",1,11,"16 (00261: 3-13-14-19-28)",3,false,false,true,2026-05-11 13:11:22.795 +0700
T5,2025-11-13,"2","00276",3,8,17,22,30,1,0,6924652500,1,10000000,3,5000000,78,500000,138,100000,1991,30000,9997,10000,2,1,1,1,X,L,LC,3,,"3-17",2,"22",0,1,1,2,,80,"2111",11,LCLCC,2,19,20,,"16",1,10,"27 (00249: 5-8-15-17-18)",2,false,false,false,2026-05-11 13:11:22.797 +0700
T5,2025-11-13,"1","00275",7,9,21,27,30,4,0,6761012500,1,10000000,5,5000000,58,500000,128,100000,1438,30000,8854,10000,2,0,2,1,X,C,LC,1,"1","7",1,,0,1,1,1,"72",94,"2021",9,LLLLC,112,21,20,"30","16,30",2,9,"145 (00130: 5-7-10-21-30)",3,false,false,false,2026-05-11 13:11:22.798 +0700
T4,2025-11-12,"2","00274",7,10,11,24,26,6,0,6685240000,1,10000000,18,5000000,68,500000,242,100000,2097,30000,14762,10000,1,2,2,0,Y,C,LC,3,"3","7-11",2,"11",1,2,1,0,,78,"1220",2,LCLCC,29,10,20,,"16",1,8,"6 (00268: 7-10-11-14-29)",3,false,false,false,2026-05-11 13:11:22.799 +0700
T4,2025-11-12,"1","00273",3,11,12,28,31,12,0,6660900000,0,10000000,4,5000000,48,500000,98,100000,1533,30000,6668,10000,1,2,1,1,Z,C,LL,2,,"3-11-31",3,"11",1,1,1,2,"12",85,"1211",10,LLCCL,19,25,20,"12","12,16",2,7,"25 (00248: 9-11-12-24-28)",3,false,false,true,2026-05-11 13:11:22.800 +0700
T3,2025-11-11,"2","00272",5,10,11,23,29,8,0,6553350000,0,10000000,12,5000000,76,500000,238,100000,1993,30000,19440,10000,1,2,2,0,Y,C,LL,1,"3","5-11-23-29",4,"11",1,1,1,2,,78,"1220",24,LCLLL,73,4,20,,"12,16",2,6,"4 (00268: 7-10-11-14-29)",3,false,false,true,2026-05-11 13:11:22.801 +0700
T3,2025-11-11,"1","00271",4,6,9,23,33,12,0,6532437500,0,10000000,2,5000000,58,500000,91,100000,1429,30000,6228,10000,3,0,1,1,Z,C,CL,2,"1","23",1,"33",0,3,0,1,"32",75,"3011",14,CCLLL,90,8,20,,"12,16",2,5,"16 (00255: 4-6-11-20-33)",3,false,false,false,2026-05-11 13:11:22.802 +0700
T2,2025-11-10,"2","00270",5,7,10,31,35,9,0,6403905000,0,10000000,3,5000000,58,500000,180,100000,2029,30000,16797,10000,2,1,0,2,Z,L,LL,1,"2","5-7-31",3,,0,0,0,2,"52",88,"2102",138,LLCLL,76,12,20,,"12,16",2,4,"86 (00184: 10-31-33-34-35)",3,false,false,true,2026-05-11 13:11:22.803 +0700
T2,2025-11-10,"1","00269",4,9,13,24,27,12,0,6250850000,2,10000000,4,5000000,72,500000,88,100000,1575,30000,6660,10000,2,1,2,0,Z,C,CL,2,"3","13",1,,0,2,0,0,"42",77,"2120",2,CLLCL,13,16,20,,"12,16",2,3,"161 (00108: 9-13-18-24-29)",3,false,false,false,2026-05-11 13:11:22.804 +0700
CN,2025-11-09,"2","00268",7,10,11,14,29,2,0,6172485000,0,10000000,6,5000000,72,500000,157,100000,1670,30000,10290,10000,1,3,1,0,X,C,LL,2,"3","7-11-29",3,"11",1,1,0,0,,71,"1310",7,LCLCL,8,24,20,"10","10,16",2,2,"62 (00206: 3-7-10-13-14)",3,false,false,false,2026-05-11 13:11:22.805 +0700
CN,2025-11-09,"1","00267",3,5,15,21,23,10,0,6065572500,1,10000000,8,5000000,43,500000,110,100000,1314,30000,9089,10000,2,1,2,0,Z,C,LL,0,"3","3-5-23",3,,0,1,1,1,"32,52",67,"2120",22,LLLLL,40,10,20,,"10,16",2,1,"37 (00230: 3-14-20-21-23)",3,false,false,false,2026-05-11 13:11:22.806 +0700
T7,2025-11-08,"2","00266",6,7,20,23,34,3,1,21373052500,5,10000000,79,5000000,690,500000,1938,100000,22034,30000,143359,10000,2,0,2,1,X,L,CC,3,"1","7-23",2,,1,0,1,2,,90,"2021",25,CLCLC,9,19,20,,"10,16",2,0,"9 (00257: 6-7-8-21-34)",3,true,false,false,2026-05-11 13:11:22.807 +0700
T7,2025-11-08,"1","00265",5,9,13,22,34,12,0,14697284000,1,10000000,6,5000000,160,500000,309,100000,3770,30000,23364,10000,2,1,1,1,Z,C,LC,2,,"5-13",2,"22",0,0,1,0,,83,"2111",10,LLLCC,114,21,20,"22","10,16,22",3,31,"96 (00169: 5-13-15-22-23)",3,false,false,false,2026-05-11 13:11:22.808 +0700
T6,2025-11-07,"2","00264",11,26,28,32,34,4,0,13456148500,0,10000000,26,5000000,170,500000,402,100000,5036,30000,30372,10000,0,1,2,2,X,C,LC,4,"0","11",1,"11",0,1,0,1,,131,"0122",25,LCCCC,2,12,20,,"16",1,30,"68 (00196: 2-11-20-26-28)",3,false,false,false,2026-05-11 13:11:22.809 +0700
T6,2025-11-07,"1","00263",2,14,15,20,33,9,0,12099446500,0,10000000,5,5000000,68,500000,179,100000,2229,30000,14934,10000,1,2,1,1,Z,L,CL,3,,"2",1,"33",1,0,1,1,,84,"1211",12,CCLCL,8,14,20,,"16",1,29,"28 (00235: 2-4-11-15-20)",3,false,false,false,2026-05-11 13:11:22.810 +0700
T5,2025-11-06,"2","00262",5,6,14,18,28,11,0,11405966500,0,10000000,6,5000000,85,500000,281,100000,2769,30000,20182,10000,2,2,1,0,Z,L,LC,4,"3","5",1,,1,1,2,1,"82",71,"2210",18,LCCCC,31,13,20,,,0,28,"260 (00002: 6-12-14-18-25)",3,false,false,true,2026-05-11 13:11:22.811 +0700
T5,2025-11-06,"1","00261",3,13,14,19,28,9,0,10577755000,0,10000000,7,5000000,69,500000,222,100000,1768,30000,15520,10000,1,3,1,0,Z,L,LC,2,"3","3-13-19",3,,1,1,1,1,"32",77,"1310",24,LLCLC,27,27,20,"3","3",1,27,"85 (00176: 3-12-13-19-28)",4,false,false,false,2026-05-11 13:11:22.812 +0700
T4,2025-11-05,"2","00260",1,4,17,18,19,5,0,10025734000,1,10000000,8,5000000,62,500000,224,100000,2149,30000,19180,10000,2,3,0,0,Y,L,LL,2,"2,3","17-19",2,,2,0,0,0,,59,"2300",11,LCLCL,14,16,20,,"3",1,26,"138 (00122: 1-4-17-18-28)",4,false,false,false,2026-05-11 13:11:22.813 +0700
T4,2025-11-05,"1","00259",6,11,25,33,35,10,0,9240188500,1,10000000,3,5000000,71,500000,144,100000,1826,30000,10576,10000,1,1,1,2,Z,C,CL,1,,"11",1,"11,33",0,1,0,0,"52",110,"1112",9,CLLLL,74,4,20,,"3",1,25,"3 (00256: 6-25-27-32-35)",3,false,false,false,2026-05-11 13:11:22.814 +0700
T3,2025-11-04,"2","00258",7,20,28,29,31,6,0,8966217500,1,10000000,4,5000000,80,500000,228,100000,2328,30000,18656,10000,1,0,3,1,Y,C,LL,2,"1","7-29-31",3,,1,2,1,1,,115,"1031",,LCCLL,21,10,20,,"3",1,24,"43 (00215: 7-12-14-20-28)",3,false,false,false,2026-05-11 13:11:22.816 +0700
T3,2025-11-04,"1","00257",6,7,8,21,34,1,0,8827922500,0,10000000,3,5000000,45,500000,99,100000,1814,30000,7420,10000,3,0,1,1,X,L,CC,3,"1","7",1,,2,1,1,1,,76,"3011",54,CLCLC,13,13,20,,"3",1,23,"7 (00250: 6-14-21-34-35)",3,false,false,false,2026-05-11 13:11:22.817 +0700
T2,2025-11-03,"2","00256",6,25,27,32,35,3,0,8659042500,0,10000000,8,5000000,65,500000,203,100000,2349,30000,18948,10000,1,0,2,2,X,L,CL,2,"1",,0,,0,1,1,0,"52",125,"1022",16,CLLCL,72,15,20,,"3",1,22,"150 (00106: 3-6-18-25-35)",3,false,false,false,2026-05-11 13:11:22.819 +0700
T2,2025-11-03,"1","00255",4,6,11,20,33,1,0,8455030000,0,10000000,5,5000000,61,500000,110,100000,1791,30000,7118,10000,2,1,1,1,X,L,CL,3,,"11",1,"11,33",0,0,0,1,,74,"2111",2,CCLCL,5,12,20,,"3",1,21,"4 (00251: 6-11-14-20-30)",3,false,false,false,2026-05-11 13:11:22.820 +0700
CN,2025-11-02,"2","00254",13,29,30,32,35,4,0,8307100000,0,10000000,9,5000000,55,500000,159,100000,1856,30000,14872,10000,0,1,1,3,X,C,LL,2,"0","13-29",2,,1,1,1,0,,139,"0113",177,LLCCL,35,31,20,"13,29","13,29",2,20,"230 (00024: 9-24-29-32-35)",3,false,false,false,2026-05-11 13:11:22.821 +0700
CN,2025-11-02,"1","00253",4,8,14,24,32,1,0,8148722500,1,10000000,2,5000000,57,500000,95,100000,1533,30000,6756,10000,2,1,1,1,X,L,CC,5,,,0,,0,0,1,1,"43",82,"2111",1,CCCCC,29,12,20,,"13,29",2,19,"36 (00217: 1-4-14-15-32)",3,false,false,false,2026-05-11 13:11:22.825 +0700
T7,2025-11-01,"2","00252",2,4,18,26,31,11,0,8011342500,0,10000000,2,5000000,54,500000,184,100000,1902,30000,15413,10000,2,1,1,1,Z,L,CL,4,,"2-31",2,,0,0,0,1,,81,"2111",28,CCCCL,185,17,20,,"13,29",2,18,"84 (00168: 3-4-8-18-31)",3,false,false,false,2026-05-11 13:11:22.826 +0700
T7,2025-11-01,"1","00251",6,11,14,20,30,9,0,7847582500,0,10000000,6,5000000,51,500000,174,100000,1403,30000,12846,10000,1,2,1,1,Z,L,CC,4,,"11",1,"11",0,1,2,0,"02",81,"1211",42,CLCCC,9,11,20,,"13,29",2,17,"18 (00233: 6-10-11-12-30)",3,false,false,false,2026-05-11 13:11:22.827 +0700
T6,2025-10-31,"2","00250",6,14,21,34,35,5,0,7794100000,0,10000000,4,5000000,55,500000,161,100000,2003,30000,14614,10000,1,1,1,2,Y,L,CL,3,,,0,,1,1,0,1,"42",110,"1112",19,CCLCL,12,14,20,,"13,29",2,16,"206 (00044: 21-28-31-34-35)",3,false,false,false,2026-05-11 13:11:22.828 +0700
T6,2025-10-31,"1","00249",5,8,15,17,18,10,0,7622412500,0,10000000,5,5000000,55,500000,145,100000,1734,30000,10748,10000,2,3,0,0,Z,C,LC,2,"2,3","5-17",2,,1,1,0,0,"52,82",63,"2300",43,LCLLC,2,13,20,,"13,29",2,15,"74 (00175: 8-11-15-18-28)",3,false,false,false,2026-05-11 13:11:22.829 +0700
T5,2025-10-30,"2","00248",9,11,12,24,28,7,0,7529555000,1,10000000,10,5000000,82,500000,282,100000,2639,30000,17751,10000,1,2,2,0,Y,L,LC,3,"3","11",1,"11",1,0,1,3,,84,"1220",16,LLCCC,40,10,20,,"13,29",2,14,"225 (00023: 11-17-24-28-30)",3,false,false,false,2026-05-11 13:11:22.830 +0700
T5,2025-10-30,"1","00247",11,20,23,27,34,5,0,7466555000,0,10000000,4,5000000,67,500000,213,100000,1642,30000,11486,10000,0,1,3,1,Y,L,LC,2,"0","11-23",2,"11",0,1,1,0,,115,"0131",56,LCLLC,31,17,20,,"13",1,13,"25 (00222: 20-23-25-28-34)",3,false,false,false,2026-05-11 13:11:22.832 +0700
T4,2025-10-29,"2","00246",15,18,31,34,35,3,0,7393285000,0,10000000,3,5000000,68,500000,179,100000,2281,30000,13550,10000,0,2,0,3,X,L,LL,2,"0,2","31",1,,1,0,0,1,"52",133,"0203",,LCLCL,21,25,20,"18","13,18",2,12,"25 (00221: 18-25-26-34-35)",3,false,false,false,2026-05-11 13:11:22.833 +0700
T4,2025-10-29,"1","00245",1,8,17,20,24,1,0,7200662500,0,10000000,5,5000000,65,500000,103,100000,1784,30000,7635,10000,2,1,2,0,X,L,LC,3,"3","17",1,,0,0,0,2,,70,"2120",22,LCLCC,71,8,20,,"13,18",2,11,"219 (00026: 1-5-8-20-24)",4,false,false,false,2026-05-11 13:11:22.834 +0700
T3,2025-10-28,"2","00244",6,7,10,19,22,12,0,7063642500,1,10000000,9,5000000,90,500000,218,100000,2674,30000,13626,10000,2,2,1,0,Z,C,CC,3,"3","7-19",2,"22",1,0,1,0,,64,"2210",9,CLCLC,18,11,20,,"13,18",2,10,"226 (00018: 6-7-10-22-34)",4,false,false,false,2026-05-11 13:11:22.836 +0700
T3,2025-10-28,"1","00243",10,14,28,33,34,7,0,6956197500,0,10000000,8,5000000,49,500000,217,100000,1514,30000,12477,10000,0,2,1,2,Y,L,CC,4,"0",,0,"33",1,1,1,0,"42",119,"0212",16,CCCLC,117,7,20,,"18",1,9,"31 (00212: 8-15-28-33-34)",3,false,false,true,2026-05-11 13:11:22.837 +0700
T2,2025-10-27,"2","00242",16,17,20,24,34,3,0,6904722500,1,10000000,5,5000000,76,500000,168,100000,2612,30000,15586,10000,0,2,2,1,X,L,CC,4,"0","17",1,,1,1,0,0,"42",111,"0221",4,CLCCC,31,18,20,,"18",1,8,"68 (00174: 9-16-17-20-24)",4,false,false,false,2026-05-11 13:11:22.839 +0700
T2,2025-10-27,"1","00241",8,9,25,26,32,6,0,6730805000,0,10000000,6,5000000,64,500000,191,100000,1726,30000,11246,10000,2,0,2,1,Y,C,CC,3,"1",,0,,2,2,1,0,,100,"2021",7,CLLCC,19,22,20,"9","9",1,7,"27 (00214: 16-19-25-26-32)",3,false,false,false,2026-05-11 13:11:22.840 +0700
CN,2025-10-26,"2","00240",4,26,27,30,34,2,0,6656785000,1,10000000,5,5000000,70,500000,167,100000,1915,30000,11537,10000,1,0,2,2,X,C,CC,4,"1",,0,,1,1,0,0,"42",121,"1022",50,CCLCC,7,45,20,"27","9,27",2,6,"22 (00218: 2-4-21-30-34)",3,false,false,true,2026-05-11 13:11:22.841 +0700
CN,2025-10-26,"1","00239",17,22,24,31,32,1,0,6504850000,0,10000000,4,5000000,39,500000,82,100000,1370,30000,6328,10000,0,1,2,2,X,L,LC,3,"0","17-31",2,"22",1,1,1,1,"22",126,"0122",18,LCCLC,10,12,20,,"27",1,5,"153 (00086: 22-24-28-31-34)",3,false,false,false,2026-05-11 13:11:22.842 +0700
T7,2025-10-25,"2","00238",12,14,25,28,31,5,0,6371455000,0,10000000,12,5000000,60,500000,178,100000,1943,30000,13836,10000,0,2,2,1,Y,L,CL,3,"0","31",1,,0,0,2,0,,110,"0221",18,CCLCL,10,14,20,,"27",1,4,"23 (00215: 7-12-14-20-28)",3,false,false,true,2026-05-11 13:11:22.843 +0700
T7,2025-10-25,"1","00237",1,10,14,19,25,4,0,6294510000,0,10000000,0,5000000,45,500000,92,100000,1485,30000,7936,10000,1,3,1,0,X,C,LL,2,"3","19",1,,0,1,0,0,,69,"1310",61,LCCLL,7,10,20,,"27",1,3,"180 (00057: 1-14-19-25-27)",4,false,false,true,2026-05-11 13:11:22.844 +0700
T6,2025-10-24,"2","00236",5,11,21,22,33,11,0,6184882500,2,10000000,9,5000000,76,500000,199,100000,2032,30000,13263,10000,1,1,2,1,Z,L,LL,1,,"5-11",2,"11,22,33",1,0,1,2,"12",92,"1121",8,LLLCL,54,28,20,"5","5,27",2,2,"42 (00194: 1-11-22-31-33)",3,false,false,false,2026-05-11 13:11:22.844 +0700
T6,2025-10-24,"1","00235",2,4,11,15,20,6,0,6099360000,1,10000000,1,5000000,47,500000,122,100000,1325,30000,8360,10000,2,2,1,0,Y,C,CC,3,"3","2-11",2,"11",0,1,0,1,,52,"2210",109,CCLLC,26,11,20,,"5,27",2,1,"39 (00196: 2-11-20-26-28)",3,false,false,false,2026-05-11 13:11:22.845 +0700
T5,2025-10-23,"2","00234",3,7,24,25,34,6,1,6212977500,0,10000000,3,5000000,63,500000,197,100000,1912,30000,12922,10000,2,0,2,1,Y,C,LC,2,"1","3-7",2,,1,0,0,1,"42",93,"2021",62,LLCLC,28,6,20,,"5,27",2,0,"29 (00205: 7-21-24-25-28)",3,true,false,false,2026-05-11 13:11:22.846 +0700
T4,2025-10-22,"2","00232",6,11,15,25,26,6,1,14041412000,0,10000000,34,5000000,181,500000,472,100000,5306,30000,33023,10000,1,2,2,0,Y,C,CC,2,"3","11",1,"11",1,2,0,0,"52,62",83,"1220",17,CLLLC,12,33,20,"11","5,11,27",3,0,"47 (00185: 6-15-17-23-25)",3,true,false,false,2026-05-11 13:11:22.848 +0700
T4,2025-10-22,"1","00231",7,12,20,32,34,7,0,12725009500,1,10000000,5,5000000,89,500000,245,100000,2501,30000,19048,10000,1,1,1,2,Y,L,LC,4,,"7",1,,0,1,1,0,"22",105,"1112",2,LCCCC,16,5,20,,"5,11,27",3,22,"16 (00215: 7-12-14-20-28)",3,false,false,false,2026-05-11 13:11:22.849 +0700
T3,2025-10-21,"2","00230",3,14,20,21,23,1,0,11996384000,2,10000000,6,5000000,103,500000,194,100000,2976,30000,14617,10000,1,1,3,0,X,L,LL,2,"3","3-23",2,,1,0,2,1,"32",81,"1130",14,LCCLL,30,23,20,"3","3,5,11,27",4,21,"63 (00167: 3-14-20-23-35)",4,false,false,true,2026-05-11 13:11:22.850 +0700
T3,2025-10-21,"1","00229",1,14,20,31,32,3,0,11074011500,0,10000000,8,5000000,56,500000,135,100000,1621,30000,11593,10000,1,1,1,2,X,L,LC,3,,"31",1,,1,2,0,0,"12",98,"1112",4,LCCLC,12,12,20,,"3,5,11,27",4,20,"12 (00217: 1-4-14-15-32)",3,false,false,false,2026-05-11 13:11:22.851 +0700
T2,2025-10-20,"2","00228",2,12,21,24,35,2,0,10435407500,1,10000000,8,5000000,72,500000,236,100000,2428,30000,18746,10000,1,1,2,1,X,C,CL,3,,"2",1,,0,0,1,0,"22",94,"1121",28,CCLCL,5,8,20,,"3,11,27",3,19,"3 (00225: 7-12-23-30-35)",2,false,false,false,2026-05-11 13:11:22.852 +0700
T2,2025-10-20,"1","00227",17,19,29,31,35,11,0,9517988500,0,10000000,4,5000000,48,500000,139,100000,1656,30000,10756,10000,0,2,1,2,Z,L,LL,0,"0","17-19-29-31",4,,0,0,0,1,"92",131,"0212",23,LLLLL,25,20,20,,"11,27",2,18,"7 (00220: 10-19-21-29-32)",2,false,false,false,2026-05-11 13:11:22.853 +0700
CN,2025-10-19,"2","00226",2,7,22,33,34,5,0,8956055500,0,10000000,6,5000000,64,500000,166,100000,1603,30000,13129,10000,2,0,1,2,Y,L,CC,3,"1","2-7",2,"22,33",1,2,1,0,"22",98,"2012",8,CLCLC,13,15,20,,"11,27",2,17,"13 (00213: 2-17-32-33-34)",3,false,false,false,2026-05-11 13:11:22.854 +0700
CN,2025-10-19,"1","00225",7,12,23,30,35,4,0,8445383000,0,10000000,3,5000000,51,500000,99,100000,1417,30000,8894,10000,1,1,1,2,X,C,LL,2,,"7-23",2,,0,0,1,0,,107,"1112",13,LCLCL,15,10,20,,"11,27",2,16,"170 (00055: 1-7-12-16-23)",3,false,false,false,2026-05-11 13:11:22.855 +0700
T7,2025-10-18,"2","00224",2,4,16,28,30,6,0,7985399500,1,10000000,8,5000000,75,500000,202,100000,1952,30000,15077,10000,2,1,1,1,Y,C,CC,5,,"2",1,,0,0,0,0,,80,"2111",32,CCCCC,120,10,20,,"11,27",2,15,"6 (00218: 2-4-21-30-34)",3,false,false,false,2026-05-11 13:11:22.855 +0700
T7,2025-10-18,"1","00223",6,8,13,24,25,3,0,7507057500,3,10000000,1,5000000,73,500000,131,100000,1665,30000,9512,10000,2,1,2,0,X,L,CL,3,"3","13",1,,1,1,1,1,,76,"2120",4,CCLCL,22,30,20,"6","6,11,27",3,14,"134 (00089: 8-17-24-25-33)",3,false,false,false,2026-05-11 13:11:22.856 +0700
T6,2025-10-17,"2","00222",20,23,25,28,34,7,0,7431355000,2,10000000,8,5000000,95,500000,243,100000,2102,30000,13419,10000,0,0,4,1,Y,L,CC,3,"0,1","23",1,,0,2,2,0,,130,"0041",80,CLLCC,8,7,20,,"6,11,27",3,13,"112 (00110: 16-20-23-28-31)",3,false,false,false,2026-05-11 13:11:22.857 +0700
